time,open,high,low,close,tick_volume
2025-01-31 07:15:00,2796.13,2796.16,2795.93,2796.06,70
2025-01-31 07:16:00,2796.04,2796.04,2795.82,2795.87,55
2025-01-31 07:17:00,2795.66,2796.08,2795.66,2795.9,123
2025-01-31 07:18:00,2795.9,2796.11,2795.57,2795.63,137
2025-01-31 07:19:00,2795.63,2796.21,2795.58,2796.12,139
2025-01-31 07:20:00,2796.12,2796.15,2795.88,2795.89,119
2025-01-31 07:21:00,2795.93,2796.18,2795.63,2795.96,174
2025-01-31 07:22:00,2795.98,2795.98,2795.41,2795.62,178
2025-01-31 07:23:00,2795.62,2795.98,2795.46,2795.54,114
2025-01-31 07:24:00,2795.52,2795.6,2795.3,2795.35,109
2025-01-31 07:25:00,2795.27,2795.54,2795.18,2795.46,83
2025-01-31 07:26:00,2795.45,2795.46,2795.21,2795.28,77
2025-01-31 07:27:00,2795.29,2795.3,2795.0,2795.03,86
2025-01-31 07:28:00,2794.99,2795.39,2794.96,2795.39,108
2025-01-31 07:29:00,2795.46,2795.87,2795.38,2795.39,77
2025-01-31 07:30:00,2795.4,2795.41,2795.07,2795.14,66
2025-01-31 07:31:00,2795.16,2795.18,2794.69,2794.82,81
2025-01-31 07:32:00,2794.77,2794.83,2794.27,2794.53,61
2025-01-31 07:33:00,2794.52,2794.75,2794.45,2794.72,74
2025-01-31 07:34:00,2794.72,2794.76,2794.23,2794.33,63
2025-01-31 07:35:00,2794.32,2795.36,2793.98,2795.16,215
2025-01-31 07:36:00,2795.17,2795.7,2794.87,2795.39,115
2025-01-31 07:37:00,2795.37,2795.39,2795.15,2795.27,70
2025-01-31 07:38:00,2795.29,2795.63,2795.02,2795.58,130
2025-01-31 07:39:00,2795.58,2795.95,2795.37,2795.79,136
2025-01-31 07:40:00,2795.79,2796.23,2795.54,2795.62,77
2025-01-31 07:41:00,2795.57,2795.68,2795.48,2795.68,47
2025-01-31 07:42:00,2795.65,2796.29,2794.67,2795.31,172
2025-01-31 07:43:00,2795.29,2795.3,2794.81,2794.94,108
2025-01-31 07:44:00,2794.94,2795.01,2794.37,2794.91,108
2025-01-31 07:45:00,2794.88,2795.25,2794.82,2795.16,106
2025-01-31 07:46:00,2795.16,2795.28,2794.89,2795.01,42
2025-01-31 07:47:00,2795.04,2795.11,2794.4,2794.49,58
