time,open,high,low,close,tick_volume
2025-01-31 07:19:00,154.588,154.588,154.56,154.584,116
2025-01-31 07:20:00,154.584,154.594,154.577,154.586,92
2025-01-31 07:21:00,154.585,154.635,154.584,154.626,89
2025-01-31 07:22:00,154.627,154.702,154.627,154.689,119
2025-01-31 07:23:00,154.691,154.699,154.672,154.699,134
2025-01-31 07:24:00,154.698,154.699,154.658,154.677,97
2025-01-31 07:25:00,154.681,154.691,154.672,154.672,45
2025-01-31 07:26:00,154.673,154.705,154.672,154.691,85
2025-01-31 07:27:00,154.694,154.696,154.67,154.681,69
2025-01-31 07:28:00,154.681,154.702,154.666,154.69,93
2025-01-31 07:29:00,154.691,154.717,154.688,154.717,75
2025-01-31 07:30:00,154.717,154.774,154.712,154.764,134
2025-01-31 07:31:00,154.765,154.794,154.764,154.776,146
2025-01-31 07:32:00,154.777,154.812,154.763,154.763,136
2025-01-31 07:33:00,154.764,154.775,154.74,154.768,168
2025-01-31 07:34:00,154.77,154.821,154.762,154.817,150
2025-01-31 07:35:00,154.817,154.817,154.79,154.79,117
2025-01-31 07:36:00,154.789,154.796,154.773,154.788,93
2025-01-31 07:37:00,154.788,154.796,154.748,154.757,119
2025-01-31 07:38:00,154.768,154.773,154.744,154.752,68
2025-01-31 07:39:00,154.75,154.794,154.748,154.786,91
2025-01-31 07:40:00,154.786,154.786,154.669,154.724,236
2025-01-31 07:41:00,154.723,154.811,154.722,154.792,154
2025-01-31 07:42:00,154.802,154.88,154.802,154.867,189
2025-01-31 07:43:00,154.867,154.873,154.813,154.821,125
2025-01-31 07:44:00,154.821,154.835,154.804,154.811,115
2025-01-31 07:45:00,154.811,154.829,154.765,154.804,113
2025-01-31 07:46:00,154.805,154.821,154.794,154.818,87
2025-01-31 07:47:00,154.821,154.829,154.79,154.822,110
2025-01-31 07:48:00,154.821,154.832,154.805,154.825,71
2025-01-31 07:49:00,154.827,154.853,154.812,154.812,85
2025-01-31 07:50:00,154.812,154.826,154.789,154.801,88
2025-01-31 07:51:00,154.803,154.808,154.764,154.782,119
2025-01-31 07:52:00,154.782,154.792,154.729,154.741,129
2025-01-31 07:53:00,154.741,154.744,154.717,154.731,99
2025-01-31 07:54:00,154.73,154.734,154.706,154.706,86
2025-01-31 07:55:00,154.706,154.723,154.704,154.717,59
2025-01-31 07:56:00,154.706,154.745,154.693,154.74,77
2025-01-31 07:57:00,154.741,154.746,154.722,154.73,62
2025-01-31 07:58:00,154.73,154.73,154.716,154.728,73
2025-01-31 07:59:00,154.728,154.75,154.715,154.717,82
2025-01-31 08:00:00,154.715,154.729,154.64,154.713,209
2025-01-31 08:01:00,154.712,154.752,154.711,154.75,97
2025-01-31 08:02:00,154.75,154.762,154.73,154.737,176
2025-01-31 08:03:00,154.736,154.764,154.731,154.752,99
2025-01-31 08:04:00,154.752,154.789,154.751,154.786,141
2025-01-31 08:05:00,154.786,154.803,154.76,154.761,151
2025-01-31 08:06:00,154.761,154.774,154.746,154.756,94
2025-01-31 08:07:00,154.756,154.783,154.747,154.782,92
2025-01-31 08:08:00,154.781,154.782,154.751,154.76,123
2025-01-31 08:09:00,154.759,154.824,154.742,154.824,107
2025-01-31 08:10:00,154.823,154.839,154.805,154.838,214
2025-01-31 08:11:00,154.832,154.844,154.825,154.841,134
2025-01-31 08:12:00,154.841,154.896,154.827,154.896,111
2025-01-31 08:13:00,154.898,154.935,154.891,154.899,170
2025-01-31 08:14:00,154.899,154.908,154.864,154.884,143
2025-01-31 08:15:00,154.886,154.917,154.877,154.891,196
2025-01-31 08:16:00,154.899,154.912,154.874,154.891,178
2025-01-31 08:17:00,154.891,154.895,154.863,154.876,138
2025-01-31 08:18:00,154.872,154.894,154.871,154.882,123
2025-01-31 08:19:00,154.882,154.882,154.832,154.846,170
2025-01-31 08:20:00,154.846,154.852,154.814,154.824,108
2025-01-31 08:21:00,154.823,154.839,154.809,154.822,116
